name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Around D' Globe,"Shop No.3, Ground Floor, A-AHCL Homes, Link Road, Borivali West, Mumbai 400092 India",+91 92774 92774,1000,1500,"Indian, Italian, Mexican, Chinese, Asian",5,30,26,4,0,0,0
Art House,"Art House Hemu Kalani Marg The Fern Residency, Mumbai 400071 India",+91 22 2523 8000,,,"Indian, International, Asian",4.5,38,17,17,2,1,0
Arth,"15'th Road T P S 3 Plot No. 604, Pinnacle House, P D Hinduja Junction, Khar, Mumbai 400050 India",+91 95940 60038,,,"Indian, Asian",4,95,35,33,16,1,8
Artisan,"C 57, Bandra Kurla Complex, Bandra East C-57, Bandra Kurla Complex, Bandra East, Mumbai 400051 India",+91 22 6117 5000,,,"Cafe, French, European",4.5,148,90,40,7,5,3
Arya Bhavan,"Ground Floor, Eastern Court, Parleshwar Road, Navpada, Vile Parle East, Mumbai 400057 India",+91 22 2415 9449,,,,4.5,7,3,4,0,0,0
Arya Bhavan,"Free Press Journal Marg Dalamal Tower, Plot no-211, G-2, Ground Floor, Nariman Point, Mumbai 400021 India",+91 90223 33331,,,"Indian, Fast food",4,15,6,7,1,1,0
Arya Bhavan,"Shop No.9 &10, Bhanujyoti Building, L.N. Road, Opp. Matunga Railway Station, Matunga East, Mumbai 400019 India",+91 91670 50000,,,"Indian, Fast food",4.5,131,65,54,9,2,1
Asado Latin Grill,"Sv Road, Mumbai 400050 India",+91 22 6568 6666,,,,4,22,4,12,3,3,0
Ashok Vada Pav,"Kashinath Duru Street, Veer Savarkar Marg, Prabhadevi, Near Keerti College, Dadar West, Mumbai 400025 India",+91 22 2422 6423,,,"Indian, Fast food",4.5,71,49,17,3,1,0
Ashwith Family Dining Bar,"5 - 7 Sai Sagar Building Near Canara Bank, Mumbai 400102 India",+91 22 2757 5613,,,,4,11,2,8,1,0,0
Asia Kitchen & Bar,"Andheri Kurla Road Ground Floor, Neelkanth Udyog Bavan Near Sakinaka Metro Station Sakinaka Junction, Mumbai 400072 India",+91 22 2857 8656,,,"Chinese, Sushi, Asian, Thai, Indonesian, Japanese",3.5,24,5,11,5,1,1
Asia Kitchen by Mainland China,"Andheri Kurla Road Ground Floor, Neelkanth Udyog Bavan, Near Sakinaka Metro Station, Sakinaka Junction,, Mumbai 400072 India",+91 22 3312 6128,,,"Chinese, Asian, Thai, Indonesian",4.5,7,5,2,0,0,0
Asia Kitchen by Mainland China,"3rd Floor, Oberoi Mall Off Western Express Highway, Mumbai 400063 India",+91 22 2842 3141,,,Asian,4,83,26,46,6,2,2
Asian Street Kitchen,"Marine Drive, Mumbai 400020 India",+91 22 2362 3621,,,"Chinese, Thai, Asian, Vietnamese, Indonesian, Singaporean, Malaysian",4,60,14,28,8,5,2
Asian Street Kitchen,"Dev Prakash Building, Chowpatty, Opposite Tilak Udyan, Girgaum, Mumbai 400004 India",+91 22 3015 1043,,,"Chinese, Asian, Indonesian",4,9,3,2,3,0,0
Asian Town,"1st floor, 4126, K. Dubhash Marg, 30, K Dubash Marg, Kala Ghoda 4126, 1st Floor, Kala Ghoda Fort, Mumbai 400001 India",+91 97574 44999,500,1500,"Chinese, Japanese, Sushi, Asian, Thai",4.5,56,34,13,3,3,2
Asian Wok,"Galleria Shopping Mall, 151, 1st Floor, Hiranandani Gardens, Powai, Mumbai 400076 India",+91 22 2579 7777,,,"Chinese, Asian, Thai, Seafood",4,14,3,9,1,0,0
Asilo,"462 Senapati Bapat Marg The St. Regis Rooftop, Lower Parel, Mumbai 400013 India",+91 22 7162 8014,,,,4,245,98,98,26,6,13
Aswad Restaurant,"Court Naka, 60 Feet Road, Opposite Tahsildar Office, Vasai West, Mumbai 401303 India",+91 99233 23503,,,,4.5,6,2,4,0,0,0
At MRP,"Oshiwara, Andheri west 3rd Floor, Om Heera Panna Mall, Mumbai 400058 India",+91 99308 05151,,,"Italian, Chinese, Indian, Asian",4.5,12,8,4,0,0,0
Atithi,"14 - 16 Jyanti Apartment Ground Floor Jata Shankar Dosa Road Opposite Railway Station, Mulund West, Mumbai 400080 India",+91 22 2560 2588,,,"Chinese, Indian",4,10,2,6,2,0,0
Atithi - Fine Dining,"L - 2 Mumbai (Bombay) Truck Terminal Street Hotel Heritage Supreme, Mumbai 400031 India",+91 22 2765 0580,,,Seafood,5,4,4,0,0,0,0
"Atrium Bar & Lounge, Taj Lands End, Mumbai","Taj Lands End, Bandstand, Bandra West, Mumbai 400050 India",+91 22 6668 1234,500,1700,"Bar, Cafe, Grill, Fusion",4.5,99,56,33,6,2,1
August Cafe,"A-3, Sundervan Complex, Shastri Nagar, Andheri West, Mumbai, Mumbai 400058 India",+91 22 4972 5993,,,Cafe,4.5,21,9,11,1,0,0
Aura Always Veg,"B6 Vrindavan Apartment Jn Of Link Road & Yogi Nagar Road, Mumbai 400091 India",+91 22 2833 0011,,,"Indian, Chinese, Fast food",3.5,16,2,7,6,1,0
Aurus,"Juhu Tara Road Nichani Kutir, Opposite HDFC Bank, Juhu, Mumbai 400049 India",+91 22 6710 6666,,,European,4,31,12,16,1,0,2
Autumn Bar & Bistro,"New Link Road B-40, Unit 1-5, Patel Commercial Premises Coop Society, Andheri West, Opp City Mall, Mumbai 400053 India",+91 91520 21381,,,"Bar, Pub",4.5,26,13,8,5,0,0
Ayub's,"5/43 Dr V B Gandhi Marg, Near Rhythm House, Mumbai 400001 India",+91 22 6561 8535,,,"Indian, Fast food, Asian",4,142,51,70,16,4,1
Ayyappa Dosa Corner,"Matunga, Mumbai 400019 India",,,,"Indian, Fast food",4.5,13,7,5,1,0,0
B Bhagat Tarachand,"69/75 Mumbadevi Commercial Center Zaveri Bazar, Mumbai 400002 India",+91 22 2242 5483,,,"Indian, Asian",4.5,455,212,204,34,3,1
B Bhagat Tarachand,"Inorbit Mall, S-16, 2nd Floor, Sector 30A, Vashi, Mumbai 400703 India",+91 22 6793 4040,,,"Indian, Asian",4,29,6,17,5,1,0
B Bhagat Tarachand,"Inorbit Mall, 18, 2nd Floor, Link Road, Mindspace, Malad West, Mumbai 400064 India",+91 22 2873 8899,,,Indian,4,32,6,21,4,1,0
B Kitchen & Bar,"Ground Floor Juhu Tara Road, Near Aza Kishore Kumar Bunglow, Mumbai 400049 India",+91 22 2660 1388,,,,5,3,3,0,0,0,0
Baba Falooda,"52/1-2, Bell View Building, LJ 2nd Cross Road, Near Badi Darga, Mahim Shop No 2, 52, Bell View Building, Mumbai 400053 India",+91 22 2447 3813,,,Indian,4.5,57,32,24,0,0,1
Babu Vada Pav,"Hanuman Road Parle Tilak Vidyalaya, Vile Parle, Mumbai 400057 India",+91 98201 44842,,,"Indian, Fast food",4.5,25,12,13,0,0,0
Babulnath,"16, Babulnath Road Near Babulnath Temple, Malabar Hill, Mumbai 400006 India",+91 97027 47657,,,"Indian, Fast food",4.5,25,16,6,2,0,1
Babulnath Dosa Centre,"10 Sadguru Sadan 1'st Cooper Lane Opposite Babulnath Temple, Grant Road, Mumbai 400003 India",+91 22 2367 3440,,,Indian,4,10,2,6,2,0,0
Bade Miya,"7 & 8 Botawala Building & 9 Opposite Asiatic Library, Mumbai 400001 India",22655657,,,,4,311,100,114,63,13,18
Bade Miyan Laxmi Vilas,"Ground Floor, Ram Mansion, Building 19-A, Apollo Bunder, Near Taj Mahal Hotel, Colaba, Mumbai 400001 India",+91 22 2202 1447,,,Indian,3.5,24,5,12,3,3,1
Bademiya,"Tulloch Road, Apollo Bunder, Colaba Behind Taj Palace Hotel, Near Gateway of India, Mumbai 400005 India",+91 98200 68696,,,"Indian, Asian",4,2150,719,692,442,146,115
Bademiya Restaurant,"7/8/9, 6, Botawala Building, Near State Central Library, Horniman Circle, Fort, Mumbai 400001 India",+91 22 2265 5657,,,"Indian, Asian",3.5,93,21,32,16,8,9
Badshah,"152/156 Umrigar Building Lokmanya Tilak Marg Opposite Crawford Market, Fort, Mumbai 400001 India",+91 22 2342 1943,,,"Indian, Fast food",4,227,89,103,22,4,5
Bagdadi Restaurant,"11, Tulloch Road, Apollo Bandar Colaba Behind Taj Inter Continental Hotel, Mumbai 400039 India",+91 93723 19339,200,800,"Chinese, Indian, Afghani",4,278,108,118,34,6,7
Bageecha,"Balraj Sahani Road Novotel, Mumbai 400049 India",+91 22 2202 8027,,,Indian,4,38,17,13,5,1,2
Bageecha Restaurant,"167 Marve Road Orlem, Malad West, Mumbai 400064 India",+91 22 6693 4444,1484,2968,Chinese,4.5,7,2,5,0,0,0
Ba�sic Kitchen,"309, Allied Industrial Estate, Mumbai 400016 India",28078342,,,"Mexican, Asian",5,3,3,0,0,0,0
Baikoz Kitchen,"20 Meera Tower Shop No, Mumbai 400010 India",+91 99300 40081,,,"Indian, Seafood",4.5,5,4,0,1,0,0
Bake House Cafe,"KalaGhoda Building, 43 Ropewalk Lane, Behind Rhythm House, Kalaghoda, Fort, Mumbai, Mumbai 400001 India",+91 22 2202 0145,,,,4.5,103,57,26,10,3,1
Baker Street,"Mumbai Airport T2 Departure Level, Mumbai 400099 India",+91 22 2683 9738,,,Vegetarian Friendly,3.5,27,6,9,7,2,3
Bakers & More,"2 Sadashiv Building Tagore Road Opposite Podar Hall, Santacruz West, Mumbai 400054 India",+91 22 2600 4133,,,Cafe,4.5,8,4,4,0,0,0
Balaji Idli House,"L B S Marg Shop No. 9, Nasibulla Compound, Mumbai 400086 India",+91 22 2400 6622,,,"Indian, Asian",3.5,14,1,7,5,1,0
Balaji Pure Veg,"Western Express Highway, Mumbai 400063 India",+91 22 2686 2777,,,"Indian, Asian",4,74,9,45,13,4,2
Balaji Pure Veg,"R City Mall, 3rd Floor, Amrut Nagar, LBS Marg, Ghatkopar West, Mumbai 400086 India",+91 22 2518 2810,,,"Indian, Asian",3.5,49,4,25,16,1,3
Balaji Restaurant,"59 Hill Road Ramdas Naik Marg Opposite Landmark Building, Mumbai 400050 India",+91 22 2642 3990,,,Indian,3.5,18,2,9,5,1,1
Baluchi,"Sahar Airport Road The Lalit Mumbai, Mumbai 400059 India",+91 22 3015 1435,75,200,"Diner, Indian",4.5,420,318,61,17,7,7
Balwas' Restaurant,"19, Maker Bhavan 3, New Marine Lines New Marine Lines, Near Bombay Hospital, Mumbai 400020 India",+91 22 2205 1108,,,"Indian, Asian",4,65,21,31,4,4,1
Banana Leaf,"3rd Floor 31 Phase 2 3/31, 3rd Floor, R City Mall, Phase 2, Mumbai 400086 India",+91 22 2518 1003,,,"Indian, Asian",4,53,14,23,13,2,1
Banana Leaf,"Lbs Marg Neptune Magnet Mall, R-305, 3rd Floor,, Mumbai 400078 India",+91 97572 22669,,,Indian,4,50,14,28,8,0,0
Banana Leaf,"Ground Floor 1 Juhu Versova Link Road 7 Bungalows, Opposite Vikram Petrol Pump, Andheri West, Mumbai 400058 India",+91 22 2670 9999,,,,4,323,89,163,46,10,12
Banana Leaf,"G1-6, Floor, Thakur Village, Behind Vishnu Shivam Mall, Kandivali East, Mumbai 400101 India",+91 22 6525 1065,,,Indian,3.5,30,3,19,3,3,2
Banana Leaf Restaurant,"Link Road Aditya Building ,Ground Floor ,Gala Number 1,To, 8, Shimpoli, Borivali West, Mumbai 400057 India",+91 22 2623 9999,,,"Indian, Asian, Fast food",4,15,5,8,1,0,1
Banarasi Sweet Mart,"J.N. Road, Near Sinhal Classe, Santacruz East, Mumbai 400055 India",+91 22 2611 1107,,,,4.5,5,2,3,0,0,0
Bangalore Iyengar's Bakery,"11, New Rupali Building, Evershine Nagar, Malad West, Mumbai 400064 India",+91 81085 60131,,,,4.5,7,3,4,0,0,0
Banjara Dhaba,"Opposite Phillips Tower Building, Off Holy Cross Road, IC Colony, Borivali West, Mumbai 400091 India",+91 22 2891 3769,,,"Indian, Asian",4,22,4,11,6,1,0
Banjara Family Restaurant,"Off Holy Cross Road Opposite Phillip Tower, Off Holy Cross Road, IC Colony, Mumbai 400092 India",28913769,,,Indian,4,35,11,17,6,0,1
Banjara The Restaurant,"21 Central Road Plot No. 34, MIDC Andheri East, Goldfinch Hotel Mumbai, Mumbai 400093 India",+91 22 6688 0909,800,1500,"Indian, Chinese, Seafood, Asian",4.5,46,28,12,2,1,2
Bansi,"Chincholi Bunder Road, Malad West, Mumbai 400064 India",+91 81083 18200,,,,4,6,3,1,2,0,0
Bansuri,"Near Deshmukh Garden Near Deshmukh Garden Mulund East, Near Deshmukh Garden, Mumbai 400081 India",+91 22 2163 7691,,,"Chinese, Asian",4.5,11,5,4,2,0,0
Bar 87,"Saki Vihar Road Ramada, 16/17, Paspoli, Powai, Mumbai 400087 India",+91 22 6777 6000,69,22989,"Bar, Pub, Italian, Mexican, Chinese, Indian, Middle Eastern, Persian",5,14,12,2,0,0,0
Bar Bank,"Hotel Beach Garden, Juhu Tara Road, Opp Hotel Ramada Plaza, Juhu, Mumbai, Maharashtra 400049, Mumbai 400049 India",+91 89831 03448,500,1200,Indian,4,7,1,5,0,1,0
Bar Bar,"First Floor, Phoenix Marketcity, Lal Bahadur Shastri Marg, Kamani, Kurla, Mumbai, Mumbai 400070 India",+91 22 3312 6020,,,"Bar, Pub",3.5,27,5,12,9,0,1
Bar Tales,"Runwal Greens, Mumbai 400080 India",+91 93598 28282,,,"Italian, Indian, Asian",4.5,9,5,3,1,0,0
Baraanaa World Cocktail Bar & Kitchen,"Dr. Annie Besant Road, Opp. Poonam Chambers Level 3, Atria Mall, Worli, Mumbai 400018 India",+91 91361 23523,200,2000,"Indian, European, Asian",4.5,12,7,4,0,1,0
Barbecue Junction,"Shop 1, Balraj Sahani Road, Near Novotel Hotel, Juhu, Mumbai 400049 India",+91 22 2624 4365,,,,4,8,1,7,0,0,0
Barbecue Nation,"Ground Floor 355 Almnestend Hill Road Hotel Metro Palace, Opposite Marks and Spencer, Mumbai 400050 India",+91 1800 108 6060,,,"Indian, Barbecue",4,14,6,4,3,0,1
Barbeque Central,"Goregaon Link Road 1st Floor, Chandiwala Heritage, Opposite Bangur Nagar, Above Absolute Furniture, Mumbai 400104 India",+91 22 2874 7572,600,850,"Indian, Barbecue, Deli, Asian",3.5,59,25,10,5,8,11
Barbeque Nation,"Kalyan Shil Road 2nd Floor, Metro Junction Mall, Mumbai 421306 India",+91 22 6060 0000,48227,77905,"Indian, Barbecue, Asian",4.5,34,21,8,5,0,0
Barbeque Nation,"Off Link Rd Ground Floor, Dreams Square, Daliya Estate, Off Link Road, Mumbai 400053 India",+91 22 6480 6060,44443,74195,"Chinese, Indian, Barbecue, Arabic, Mediterranean",4.5,133,65,48,14,3,1
Barbeque Nation,"3, Ground Floor, Tower A, Time Square, Andheri-Kurla Road, Marol, Mumbai 400072 India",+91 1800 108 6060,44443,74195,"Indian, Barbecue, Asian",4,330,137,135,37,9,6
Barbeque Nation,"Hill Road, Bandra Ground Floor, 355, Hotel Metro Palace , Opposite Marks and Spencer, Mumbai 400050 India",+91 22 6480 6060,1600,3500,"Fusion, Bar, Pub",4,37,22,6,3,1,5
Barbeque Nation,"Lal Bahadur Shastri Road 2nd Floor, Phoenix Paragaon Plaza, Mumbai 400070 India",+91 22 6480 6060,1600,3500,"Indian, Barbecue, Asian",4,27,12,10,2,0,3
Barbeque Nation,"R Mall 3rd Floor Opposite To Richardson And Cruddas L B S Marg Mulund West, Mumbai 400080 India",+91 22 6060 0000,599,1000,,4.5,13,5,7,1,0,0
Barbeque Nation,"New Bypass Road 3rd Floor, Above Big Bazaar, Yashwant Building, Village Dongre By Pass Road YK Nagar, Virar, Mumbai 401303 India",+91 22 6060 0000,,,,4.5,5,3,1,1,0,0
Barbeque Nation,"Dreams Square Ground Floor Near Fun Republic Mall Off Link Road Off Link Road, Near Fun Republic Mall, Andheri Lokhandwala, Mumbai 400053 India",+91 22 6002 1001,,,"Indian, Barbecue",4,106,47,40,8,2,3
Barbeque Nation,"Dr. Annie Beasant Road Floor 4, Atria Mall, Opposite of Poonam Chambers, Worli, Mumbai 400018 India",+91 22 6480 6060,,,"Barbecue, Indian, Asian",4,110,47,47,10,4,2
Baroke Lounge,"96/98 Sleater Road Hotel Krishna Palace, Nana Chowk, Mumbai 400007 India",+91 98193 53915,,,"International, Bar",4.5,25,15,8,1,0,1
Barrel & Co,"New Link Road Ground Floor, Kotia Nirman, Near Fun Republic, Mumbai 400053 India",+91 22 2636 4000,,,Pub,4,30,15,8,6,1,0
Basil n' Spice,"Goregaon Mulund Link Road Runwal Greens, Ground Floor, Mumbai 400078 India",+91 82912 39933,,,,4,13,7,3,2,1,0
Basil The Taste,"Shop 6, Viman Darshan Building, Opposite HSBC Bank, Sahar Road, Andheri East Shop No. 6, Mumbai 400069 India",+91 22 2683 6336,,,"Italian, Pizza",4,18,6,9,1,1,0
Baskin-Robbins,"2, Vintage CHS, IC Colony Near Citizen Bank, Borivali West, Mumbai 400091 India",+91 22 3216 9029,,,,4.5,8,3,4,1,0,0
"Bastian, Bandra","Bandra Linking Road B/1, New Kamal Building, Mumbai 400050 India",+91 84199 65953,,,,4.5,129,66,40,11,4,5
Bawa Suites,"352 Linking Road, Khar Opposite Khar Telephone Exchange, Khar West, Mumbai 400052 India",+91 22 6739 7000,,,"Indian, Bar, Pub",4,15,7,4,2,0,2
Bawarchi,"250 Lokmanya Tilak Road, Opposite GT Hospital Opposite G T Hospital, Fort, Mumbai 400002 India",+91 22 2201 3078,,,Asian,4,13,3,8,1,0,0
Bay Leaf,"Near Reliance Webworld Thakur Complex, Near Reliance Webworld, Kandivali East, Mumbai 400101 India",+91 22 2870 4444,,,"Indian, Fast food",4,11,1,7,3,0,0
Bay Watch,"Aksa Beach, Madh-Marve Road, Malad West The Resort, Mumbai 400095 India",+91 22 2880 8888,,,"Italian, Mexican, Asian",4,13,2,9,0,0,1
Bayroute,"AB Nair Rd 14, Silver Beach Estate Opp Juhu Post Office Juhu, Mumbai 400049 India",+91 86575 54931,,,,5,86,71,13,0,0,1
Bayroute,"Captain Prakash Pethe Marg Minoo Manor Building 7, Badhwar Park, Apollo Bandar, Mumbai 400005 India",+91 90290 08335,,,,4.5,158,111,25,9,2,10
Bayroute,"G1, Transocean House, Lake Boulevard Road Hiranandani Business Park, Mumbai 400076 India",+91 86574 48949,,,,4.5,57,41,12,1,0,1
Bayroute,"3rd North Avenue Maker Maxity G-2B, Ground Floor, Bandra Kurla Complex, Mumbai 400051 India",+91 86575 30350,,,"Lebanese, International, Mediterranean, Greek, Arabic, Turkish, Middle Eastern",4.5,58,41,10,4,2,1
Bayroute,"Phoenix Mills compound, Lower Parel Senapati Bapat Marg, Palladium, 3rd floor, Mumbai 400013 India",+91 91506 46279,,,,4.5,45,34,5,2,1,3
Bayroute Cuffe Parade,"Minoo Manor Building 7 Dr Nanabhai Moos Marg, Mumbai 400005 India",+91 90290 08335,,,"Lebanese, Mediterranean, Turkish",4.5,8,6,1,0,0,1
Bayview,"Juhu Tara Road Citizen Hotel, Mumbai 400049 India",+91 22 2660 7273,,,Fusion,4.5,7,2,5,0,0,0
Bayview,"Gorai Road, Borivali West, Mumbai 400091 India",+91 22 2867 9256,,,"Indian, Seafood, Asian",4,12,4,6,2,0,0
Bayview Cafe,"4th Floor, 25, PJ Ramchandani Marg, Apollo Bunder, Colaba Hotel Harbour View, Mumbai 400001 India",+91 22 6119 2229,,,,4,38,12,19,4,0,1
Behrouz Biryani,"Goregaon East, Mumbai 400063 India",+91 77000 50050,14839,25968,Indian,3.5,143,46,49,10,8,30
Being Hungry,"59, Sea Face Society CHS Ltd., Off Carter Road, Opoosite Amrit Building, Khar, Mumbai 400052 India",+91 98200 11983,,,Fast food,4,11,5,5,0,0,1
Belstone,"Shop 4 Lower Parel West, Next to Kewal Industrial Estate, Near Phoenix Mall, Mumbai 400013 India",+91 22 3015 1095,,,"Italian, Indian",4,32,10,11,6,3,2
Beluga,"Sahar Airport Road, Andheri East The Lalit Mumbai, Mumbai 400059 India",+91 22 3015 0869,1500,2000,"Bar, Wine Bar, Grill",4.5,83,54,18,4,2,0
Beluga,"Sahat Airport Road The LaLit Mumbai, opp Mumbai international Airport, Mumbai 400058 India",+91 22 6699 2222,,,"Indian, Bar, Asian, Pub",4.5,4,2,2,0,0,0
Bennie's By Flag's,"K R Basakhetre Road, Near Marks And Spencer's, Mumbai 400053 India",+91 22 2637 2300,,,"Indian, Italian, Chinese, International, Asian",4.5,24,10,12,1,0,1
Benzy's,"Marol Maroshi Road Hotel Benzy Palace, Mumbai 400069 India",+91 22 3015 1044,,,"Indian, Asian",4,36,5,22,7,1,1
Berrys Restaurant,"82 Veer Nariman Road Nagin Mahal, Opposite Gaylords, Church Gate, Mumbai 400020 India",22048954,,,,4,7,1,6,0,0,0
Between Breads,"2, Kalpitam Apartments, Opposite Hawaiian Shack, 16th Road, Pali Hill, Bandra West Opposite Elavia Apartment, Bandra West, Mumbai 400052 India",+91 96197 40005,,,"American, Fast food",4,58,13,32,10,3,0
Bhagat Tarachand,"46/52, Sheikh Memon Street, Zaveri Bazaar, Marine Lines, Mumbai 400002 India",+91 22 2240 3456,,,Indian,4,51,22,19,8,0,2
Bhagwati Pav Bhaji,"Mathuradas Road 6, Laxmi Chand CHS, Irani Wadi, Opposite Vanja Wadi, Kandivali West, Mumbai 400067 India",+91 22 2807 3217,,,Fast food,4,13,4,5,2,1,1
Bhagwati Veg Restaurant,"Kesar Residency Sector 3 Sector 3, Charkop, Kandivali West, Mumbai 400067 India",+91 22 2867 4522,,,"Indian, Fast food",4,45,19,17,7,1,1
Bhaijaanz,"G2, White Rose Building, Sherly Rajan Road, Rizvi Complex, Carter Road, Bandra West G2, White Rose Building, Rizvi Complex, Carter Road, Bandra West, Mumbai 400050 India",+91 98677 33737,,,"Indian, Asian",4,31,7,18,2,4,0
Bhajanlal Dairy Farm,"Kaman - Bhiwandi Road Off N H 8, Chinchoti Naka, Taluka Vasai, Dist. Thane, Mumbai 401208 India",+91 98333 66752,,,Indian,4,33,16,13,1,1,2
Bharat Cafe,"Rangwala Building J V Road, Near Ghatkopar Railway Station, Mumbai 400086 India",+91 22 2511 2366,,,"Indian, Asian",4,42,8,24,7,0,3
Bharath Excellensea,"317 S Bhagat Singh Road, Mumbai 400001 India",22672677,2,400,"Indian, Chinese, Seafood",4,54,14,25,6,0,7
Bhatt Vishranti Graha,"Chembur Naka Sion Trombay Road, Near Krishna Hotel Near Krishna Hotel, Mumbai 400071 India",+91 22 2522 7275,,,"Indian, Fast food",4,15,5,8,2,0,0
Bhau Vada Pav,"1, Patil Bhavan, N S Road, Near Indian Bank, Mulund West, Mumbai 400080 India",+91 98927 52761,,,Fast food,4.5,11,5,6,0,0,0
Bhojohori Manna,"3 & 4 Near Om Heera Panna Mall, Mumbai 400102 India",+91 22 3015 1663,,,Indian,4,100,30,42,17,4,7
Bijoli Grill,"Hakone Children's Park, Hiranandani, Powai, Mumbai 400076 India",+91 22 3015 1100,,,"Indian, Asian",4,105,34,55,12,1,2
Bikaji Food Junxon,"Accord Nidhi, Near Palm Court, Link Road, Malad West, Mumbai 400064 India",+91 22 6166 8844,,,"Indian, Fast food, Asian",4,35,12,16,3,4,0
Bindaas Begum Rocking Raja,"Mulund Goregaon Link Road R Galleria, Runwal Greens, Mulund West, Mumbai 400080 India",+91 77119 99950,,,Indian,4.5,24,15,7,1,0,1
Birdsong Cafe,"Ground Floor 1 Waroda Road Off Hill Road, Opposite Holy Family Hospital, Bandra West, Mumbai 400050 India",+91 99876 75188,,,"Cafe, American, Soups",4,53,15,24,8,5,1
Birdy's,"5, Pinto Mansion Sitladevi Temple Road, Mahim, Mumbai 400016 India",022-24022-5738,,,,4.5,6,2,4,0,0,0
Birdys Bakery & Patisserie,"2, Elphistone Premise Chs, Murzban Road, Near Sterling Cinema, Fort, Mumbai 400001 India",+91 22 2207 7415,,,,4.5,4,2,2,0,0,0
Biryani Barbeque Chinese,"Eksar Road Ground Floor, Shraddha Heights, Opp. Kamdhenu Society, Mumbai 400092 India",+91 22 6022 1212,,,,4,8,1,6,0,0,1
Bistro 1 Cafe,"9 Mayfair Building Sab Tv Lane Mayfair Building, Oberoi Complex, Mumbai 400053 India",+91 22 6725 5779,223,445,"Italian, Cafe, International, European",4,40,12,21,5,0,2
BKC DIVE.,"Ground floor Pinnacle Corporate Park Next to Trade Centre, Opposite MTNL Office, Bandra Kurla Complex, Mumbai 400051 India",+91 86550 77330,99,500,"Indian, Bar, Pub",4.5,108,68,30,8,1,1
Black Dog,"13'th Road Khar Gymkhana, Khar West, Mumbai 400062 India",+91 22 2648 1062,,,"Bar, Pub",4.5,8,2,6,0,0,0
Blanco,"201/202 Samarph Vaibhav Lokhandwala Rd Opposite link Rd, Oshiwara, Andheri West, Mumbai 400053 India",+91 80970 04656,,,"Italian, Mexican, Indian, Cafe, Fusion, Bar, Mediterranean, Pub",4,24,6,16,0,2,0
Blend N Brew,"Yogi Midtown, DX-12, TTC Industrial Area, Bonsatri Village, Mumbai Pune Highway, Mumbai 400703 India",+91 22 6608 1111,,,,4.5,7,5,2,0,0,0
Blend N Brew,"70 Central Avenue Road Hotel Plaza, Mumbai 400074 India",+91 22 3015 1652,,,"Indian, Bar, Pub, Asian",4,15,3,10,2,0,0
Blue Bliss,"Holy Cross Road Shop 2, Ekta Angan, Opposite Ymca Ground, I.C Colony, Mumbai 400103 India",+91 77383 20678,,,,4.5,11,4,7,0,0,0
Blue Octane Lounge,"Juhu Church Road Opposite Juhu Club, Mumbai 400049 India",+91 97690 62460,,,,4,8,3,3,2,0,0
Blue Tokai Coffee Roasters Bandra,"33 New Kantwadi Road Shop 1, Perry Road, May Flower Apartment, Pali Hill, Mumbai 400050 India",+91 90825 66400,100,500,Cafe,4.5,20,8,10,1,0,0
